Customer_ID,Name,Age,Gender,Region,Purchase_Date,Product_Category,Total_Spending,Month,Year,Age_Group
bdaa7fd7,Craig Burns,25,Female,East,2023-03-26,Home Decor,550.17,3,2023,"[20, 30)"
40f2bb95,Julia Hammond,31,Male,West,2023-03-27,Home Decor,156.69,3,2023,"[30, 40)"
8282f68d,Terri Rice,40,Male,North,2023-03-28,Electronics,52.45,3,2023,"[40, 50)"
07ce41aa,Dr. Kelly Morrison,57,Female,West,2023-03-29,Clothing,656.09,3,2023,"[50, 60)"
544c26eb,Jill Mcdonald,38,Female,North,2023-03-30,Home Decor,539.42,3,2023,"[30, 40)"
0373d7c7,Carol Powell,33,Female,East,2023-03-31,Home Decor,613.86,3,2023,"[30, 40)"
774ec970,Rebecca Gibson,62,Female,East,2023-04-01,Grocery,804.06,4,2023,"[60, 70)"
3478d18a,Cynthia Dougherty,35,Male,East,2023-04-02,Clothing,664.28,4,2023,"[30, 40)"
edb5da9c,Emily Clayton,64,Male,West,2023-04-03,Grocery,216.03,4,2023,"[60, 70)"
b15e1b3c,Jeffrey Hunt,41,Male,South,2023-04-04,Clothing,392.73,4,2023,"[40, 50)"
cd4f24ff,Steven Harris,43,Female,South,2023-04-05,Grocery,910.6,4,2023,"[40, 50)"
59241f19,Shannon Stafford,42,Female,East,2023-04-06,Home Decor,512.0599396378269,4,2023,"[40, 50)"
4871e2e0,Megan Zavala,62,Female,South,2023-04-07,Home Decor,578.81,4,2023,"[60, 70)"
c52f0b02,Andrea Wilson,58,Female,South,2023-04-08,Electronics,292.86,4,2023,"[50, 60)"
e8338e55,Nathan Stewart,46,Male,West,2023-04-09,Grocery,336.96,4,2023,"[40, 50)"
7a3fc6ca,David Freeman,32,Female,North,2023-04-10,Books,745.36,4,2023,"[30, 40)"
4460c2e6,Mrs. Amanda Montoya,62,Male,East,2023-04-11,Electronics,858.62,4,2023,"[60, 70)"
6a1d3301,Kaitlin White,18,Female,East,2023-04-12,Grocery,687.85,4,2023,"[10, 20)"
ec328a48,Adam Parsons,42,Male,West,2023-04-13,Grocery,819.05,4,2023,"[40, 50)"
4fa99b8b,Monica Scott,24,Female,West,2023-04-14,Electronics,778.32,4,2023,"[20, 30)"
b3c669bd,Tracey Moore,26,Male,South,2023-04-15,Home Decor,192.22,4,2023,"[20, 30)"
e98b06e2,Christina Coleman,41,Male,East,2023-04-16,Grocery,452.75,4,2023,"[40, 50)"
85bc6370,Terry Daniels,18,Male,North,2023-04-17,Home Decor,195.33,4,2023,"[10, 20)"
8833f3dc,Christopher Abbott,61,Female,West,2023-04-18,Electronics,273.47,4,2023,"[60, 70)"
98f7b50a,Alex Randolph Jr.,25,Female,North,2023-04-19,Home Decor,875.8,4,2023,"[20, 30)"
2b7030c8,Leslie Copeland,41,Male,North,2023-04-20,Clothing,499.25,4,2023,"[40, 50)"
87f55001,Gina Graves,28,Male,East,2023-04-21,Books,558.59,4,2023,"[20, 30)"
6b53050a,Julian Hull,68,Female,East,2023-04-22,Grocery,219.52,4,2023,"[60, 70)"
ec018aaa,William Miller,34,Male,West,2023-04-23,Books,346.66,4,2023,"[30, 40)"
d82f66d6,Katie Parker,25,Female,East,2023-04-24,Home Decor,268.73,4,2023,"[20, 30)"
e7ace049,Karen Frost,52,Female,East,2023-04-25,Grocery,245.88,4,2023,"[50, 60)"
98a1948c,Alexa Marsh,52,Male,East,2023-04-26,Home Decor,656.06,4,2023,"[50, 60)"
a541d95d,Adam Dawson,50,Male,North,2023-04-27,Clothing,294.04,4,2023,"[50, 60)"
3c66cf7b,Martin Thompson,22,Other,West,2023-04-28,Electronics,650.41,4,2023,"[20, 30)"
2dba337e,Craig Jackson,59,Male,South,2023-04-29,Grocery,105.53,4,2023,"[50, 60)"
59b811dc,Frederick Shah,56,Male,North,2023-04-30,Clothing,184.69,4,2023,"[50, 60)"
21c7c77b,Mitchell Mercado,58,Female,East,2023-05-01,Clothing,310.81,5,2023,"[50, 60)"
756eaf35,Meredith Rodriguez,45,Female,North,2023-05-02,Grocery,512.0599396378269,5,2023,"[40, 50)"
e2553c4e,Roger Douglas,24,Other,East,2023-05-03,Home Decor,512.0599396378269,5,2023,"[20, 30)"
ae439636,Michael Blair,26,Female,East,2023-05-04,Clothing,470.58,5,2023,"[20, 30)"
e2cb3b4c,George Acosta,25,Male,North,2023-05-05,Books,473.5,5,2023,"[20, 30)"
637d2abd,Kayla Johnson,29,Male,West,2023-05-06,Clothing,738.29,5,2023,"[20, 30)"
46d5d68c,Douglas Patrick,51,Female,East,2023-05-07,Home Decor,65.03,5,2023,"[50, 60)"
5d739cdb,Jacob Gordon Jr.,50,Female,West,2023-05-08,Home Decor,374.04,5,2023,"[50, 60)"
8a4e26a5,Christina Stone,65,Male,South,2023-05-09,Books,827.77,5,2023,"[60, 70)"
4da40399,Christian Morales,40,Female,East,2023-05-10,Clothing,623.06,5,2023,"[40, 50)"
f1b1b5e3,Jessica Deleon,41,Male,West,2023-05-11,Home Decor,370.37,5,2023,"[40, 50)"
5c87875c,Edward Baker,54,Female,West,2023-05-12,Grocery,910.25,5,2023,"[50, 60)"
ef3f769d,Mrs. Jessica Thomas,52,Male,South,2023-05-13,Electronics,783.99,5,2023,"[50, 60)"
58805385,Tammy Daniels,61,Male,West,2023-05-14,Electronics,301.65,5,2023,"[60, 70)"
6615bc9b,Karen Craig,57,Male,West,2023-05-15,Electronics,663.03,5,2023,"[50, 60)"
733266e4,Kathryn Fernandez,39,Male,South,2023-05-16,Clothing,615.96,5,2023,"[30, 40)"
9fe9cd6d,Linda Blake,44,Male,East,2023-05-17,Books,431.13,5,2023,"[40, 50)"
3a04d173,Matthew Rodriguez,52,Female,West,2023-05-18,Home Decor,398.61,5,2023,"[50, 60)"
7e902218,Keith Kane,18,Female,West,2023-05-19,Grocery,376.38,5,2023,"[10, 20)"
deb2cf20,Laura Little,52,Female,West,2023-05-20,Grocery,636.3,5,2023,"[50, 60)"
778dbd1a,Alexander Harris,54,Other,North,2023-05-21,Clothing,470.29,5,2023,"[50, 60)"
dda16d30,Juan Estrada,64,Male,South,2023-05-22,Electronics,840.27,5,2023,"[60, 70)"
d87f6809,Daniel Taylor,31,Male,North,2023-05-23,Clothing,686.12,5,2023,"[30, 40)"
a6cb5017,Patrick Valdez,20,Female,South,2023-05-24,Books,116.44,5,2023,"[20, 30)"
d528e51d,Ian Gaines,18,Male,East,2023-05-25,Books,658.16,5,2023,"[10, 20)"
5e1e1232,Amanda Grant,22,Other,East,2023-05-26,Home Decor,307.59,5,2023,"[20, 30)"
b40c283a,Sabrina Becker,43,Male,West,2023-05-27,Home Decor,613.17,5,2023,"[40, 50)"
c10a97d1,Mark Krause,31,Other,South,2023-05-28,Books,696.13,5,2023,"[30, 40)"
b6e212ca,Kelly Estrada,56,Male,East,2023-05-29,Books,512.0599396378269,5,2023,"[50, 60)"
d0e068c9,Denise Dalton,44,Female,South,2023-05-30,Books,484.02,5,2023,"[40, 50)"
859e94b3,Brian Leonard,26,Female,East,2023-05-31,Clothing,230.81,5,2023,"[20, 30)"
0320468d,Jennifer Sutton,32,Other,North,2023-06-01,Books,99.72,6,2023,"[30, 40)"
e9b3e4e5,Brandy Dudley,32,Male,East,2023-06-02,Grocery,409.55,6,2023,"[30, 40)"
67dadab9,Samantha Robinson,43,Female,North,2023-06-03,Electronics,394.8,6,2023,"[40, 50)"
d966c07e,Maria Sanchez,59,Other,East,2023-06-04,Books,512.0599396378269,6,2023,"[50, 60)"
f80eb20a,George Brown,30,Female,West,2023-06-05,Electronics,474.03,6,2023,"[30, 40)"
1a301749,Noah Gutierrez,68,Female,North,2023-06-06,Clothing,366.89,6,2023,"[60, 70)"
a0867559,Tony Smith,49,Female,East,2023-06-07,Electronics,601.45,6,2023,"[40, 50)"
8a77b760,Ashlee Clark,56,Male,West,2023-06-08,Clothing,134.33,6,2023,"[50, 60)"
11f3ba3d,Brittany Davis,66,Female,North,2023-06-09,Grocery,963.58,6,2023,"[60, 70)"
a526b949,Joshua May,69,Female,West,2023-06-10,Clothing,653.21,6,2023,"[60, 70)"
2f9b9409,Elaine Phillips,49,Female,South,2023-06-11,Clothing,767.1,6,2023,"[40, 50)"
ad95a784,Mary Goodman,21,Male,South,2023-06-12,Home Decor,211.95,6,2023,"[20, 30)"
2979643a,Samantha Ramirez,47,Male,North,2023-06-13,Books,439.0,6,2023,"[40, 50)"
8cc689e9,Rachel White,54,Female,East,2023-06-14,Books,451.55,6,2023,"[50, 60)"
ccfcc43c,Kathleen Nelson,40,Female,North,2023-06-15,Grocery,830.72,6,2023,"[40, 50)"
fd9aed18,Tara Knox,56,Male,West,2023-06-16,Grocery,51.17,6,2023,"[50, 60)"
1656588c,William Martin,62,Female,East,2023-06-17,Books,335.81,6,2023,"[60, 70)"
3aed0ccf,Jennifer Thompson,32,Male,South,2023-06-18,Home Decor,982.17,6,2023,"[30, 40)"
5763fd5a,Marco Perry,60,Male,East,2023-06-19,Books,501.14,6,2023,"[60, 70)"
dd5c78d2,Elizabeth Smith MD,46,Male,South,2023-06-20,Home Decor,413.4,6,2023,"[40, 50)"
84a9274d,Susan Brown,53,Male,East,2023-06-21,Grocery,163.84,6,2023,"[50, 60)"
f58a673e,Steven Cooper,30,Female,East,2023-06-22,Electronics,975.46,6,2023,"[30, 40)"
a454b7ad,David Williams PhD,49,Male,East,2023-06-23,Grocery,69.03,6,2023,"[40, 50)"
6faa3489,Daniel Larson,24,Other,West,2023-06-24,Grocery,750.32,6,2023,"[20, 30)"
5c1a1d33,Anna Wilcox,68,Other,West,2023-06-25,Clothing,780.17,6,2023,"[60, 70)"
2b40c1f0,Christopher Maddox,39,Female,North,2023-06-26,Clothing,281.47,6,2023,"[30, 40)"
de90d490,Jason Drake,45,Female,North,2023-06-27,Clothing,687.98,6,2023,"[40, 50)"
51e23f8c,William Collins,19,Male,South,2023-06-28,Clothing,138.28,6,2023,"[10, 20)"
f6d3b33b,Jacob Wiley,59,Female,West,2023-06-29,Home Decor,294.19,6,2023,"[50, 60)"
d37eee04,Elizabeth Hoover,62,Female,South,2023-06-30,Books,798.51,6,2023,"[60, 70)"
9a865af1,James Morton,23,Male,North,2023-07-01,Electronics,871.45,7,2023,"[20, 30)"
fe1c787b,John Butler,45,Female,South,2023-07-02,Grocery,628.06,7,2023,"[40, 50)"
0fe88a1a,Juan Morgan,45,Female,North,2023-07-03,Home Decor,531.5,7,2023,"[40, 50)"
48dbb693,Randy Stevens,61,Female,West,2023-07-04,Electronics,201.34,7,2023,"[60, 70)"
64e56639,Phillip Hayes,61,Female,East,2023-07-05,Home Decor,109.95,7,2023,"[60, 70)"
6fadf408,Angela Stewart,37,Female,West,2023-07-06,Home Decor,161.77,7,2023,"[30, 40)"
3b01a86f,Christopher Williams,47,Male,South,2023-07-07,Grocery,265.99,7,2023,"[40, 50)"
a62bcdbd,Jessica Long,28,Female,South,2023-07-08,Books,374.59,7,2023,"[20, 30)"
8461417c,Natalie Garcia,45,Female,West,2023-07-09,Clothing,411.86,7,2023,"[40, 50)"
44f3fc32,Paula Kane,42,Male,West,2023-07-10,Books,379.01,7,2023,"[40, 50)"
b375cce5,James Davis,56,Male,North,2023-07-11,Grocery,277.1,7,2023,"[50, 60)"
7e26145b,Nicholas Ramirez,50,Male,South,2023-07-12,Grocery,534.24,7,2023,"[50, 60)"
e99e42f6,Paul Meyer,18,Female,South,2023-07-13,Grocery,834.02,7,2023,"[10, 20)"
407ccadd,Andrew Lawrence,44,Other,West,2023-07-14,Electronics,315.72,7,2023,"[40, 50)"
9b3be3e7,Lindsay Mullins,69,Male,East,2023-07-15,Books,945.27,7,2023,"[60, 70)"
85efa4b1,Donald Nelson,30,Female,South,2023-07-16,Books,879.67,7,2023,"[30, 40)"
c6129353,Cameron Rodriguez,58,Male,East,2023-07-17,Home Decor,203.68,7,2023,"[50, 60)"
b1f997cf,Jennifer Little,20,Other,West,2023-07-18,Home Decor,796.96,7,2023,"[20, 30)"
51ab55cf,Robert Stark,56,Female,West,2023-07-19,Home Decor,595.86,7,2023,"[50, 60)"
458044e7,Lawrence Gonzales,23,Female,North,2023-07-20,Grocery,588.25,7,2023,"[20, 30)"
181a2690,Andrea Jenkins,25,Male,South,2023-07-21,Books,421.49,7,2023,"[20, 30)"
fd729853,Kelsey Scott,44,Male,East,2023-07-22,Grocery,526.1,7,2023,"[40, 50)"
b9e2375f,Jason Evans,26,Male,North,2023-07-23,Electronics,427.32,7,2023,"[20, 30)"
e08e05e3,Judith Jackson,54,Male,South,2023-07-24,Home Decor,562.75,7,2023,"[50, 60)"
bfe1276b,Rodney Roberts,50,Female,North,2023-07-25,Grocery,646.55,7,2023,"[50, 60)"
9c482662,Kristin Esparza,68,Female,West,2023-07-26,Grocery,690.59,7,2023,"[60, 70)"
fcafd771,Richard Weber,59,Other,South,2023-07-27,Electronics,555.86,7,2023,"[50, 60)"
0d307a7c,Samuel Lewis,61,Other,North,2023-07-28,Clothing,512.0599396378269,7,2023,"[60, 70)"
9150e055,Michaela Guerrero,41,Female,North,2023-07-29,Books,184.21,7,2023,"[40, 50)"
95204bda,Andrew Hill,32,Female,East,2023-07-30,Clothing,251.38,7,2023,"[30, 40)"
2cafed08,Daniel Allen,49,Female,North,2023-07-31,Home Decor,827.8,7,2023,"[40, 50)"
e21e4cb6,Bridget Chen,49,Female,South,2023-08-01,Grocery,356.4,8,2023,"[40, 50)"
00ea834e,Edward Bates,41,Male,South,2023-08-02,Electronics,71.75,8,2023,"[40, 50)"
cfc4dbe1,Jason Gamble,58,Male,East,2023-08-03,Electronics,196.1,8,2023,"[50, 60)"
80391ba7,Sean Gray,69,Male,South,2023-08-04,Books,262.43,8,2023,"[60, 70)"
5b7c80f6,Audrey Mills,66,Female,West,2023-08-05,Clothing,959.46,8,2023,"[60, 70)"
c0c5418e,Mr. George Hale,66,Female,South,2023-08-06,Books,594.39,8,2023,"[60, 70)"
7f081246,Todd Flynn,69,Male,South,2023-08-07,Grocery,936.09,8,2023,"[60, 70)"
960c80cc,Tammy Schroeder,29,Female,North,2023-08-08,Books,596.41,8,2023,"[20, 30)"
040536fd,Michelle Neal,56,Female,North,2023-08-09,Electronics,505.39,8,2023,"[50, 60)"
c6f0dd91,Tammy Conrad,19,Male,South,2023-08-10,Electronics,348.04,8,2023,"[10, 20)"
f9a2389b,Brendan Edwards,20,Male,East,2023-08-11,Home Decor,626.05,8,2023,"[20, 30)"
1d38bb97,Maria Lopez,66,Female,North,2023-08-12,Home Decor,182.24,8,2023,"[60, 70)"
07f4d7a1,Debbie Brown,54,Female,East,2023-08-13,Grocery,512.0599396378269,8,2023,"[50, 60)"
5b62f8f2,Michelle Clark,66,Female,South,2023-08-14,Clothing,837.87,8,2023,"[60, 70)"
9425b379,Alicia Chan,34,Female,South,2023-08-15,Books,351.65,8,2023,"[30, 40)"
b51593c9,Matthew Burke,66,Female,West,2023-08-16,Grocery,955.16,8,2023,"[60, 70)"
7d71f294,Samantha Soto,19,Female,North,2023-08-17,Home Decor,512.0599396378269,8,2023,"[10, 20)"
9c86da5c,Erika Wise,19,Female,South,2023-08-18,Books,682.99,8,2023,"[10, 20)"
46973f3d,Tyler Crosby,45,Female,West,2023-08-19,Home Decor,165.67,8,2023,"[40, 50)"
c79f2149,Shelia Harper,40,Male,North,2023-08-20,Books,504.32,8,2023,"[40, 50)"
60fec3e9,David Frazier,54,Male,South,2023-08-21,Clothing,530.8,8,2023,"[50, 60)"
aa60fb7e,John Parker,49,Male,South,2023-08-22,Grocery,270.92,8,2023,"[40, 50)"
67f1ab75,Tina Moran,50,Female,North,2023-08-23,Books,125.97,8,2023,"[50, 60)"
1ae5a2b2,Denise Payne,18,Female,North,2023-08-24,Electronics,787.89,8,2023,"[10, 20)"
a5af1617,Brian Cruz,36,Female,North,2023-08-25,Electronics,165.93,8,2023,"[30, 40)"
e3d1709c,Victoria Warner,19,Male,South,2023-08-26,Books,614.58,8,2023,"[10, 20)"
fc7f106c,April Hill,61,Male,South,2023-08-27,Books,512.0599396378269,8,2023,"[60, 70)"
7709e34c,Daniel Castro,43,Male,West,2023-08-28,Books,882.3,8,2023,"[40, 50)"
0163c1f1,Katherine Lopez,49,Male,East,2023-08-29,Electronics,313.86,8,2023,"[40, 50)"
35aac04c,Mary Roberts,23,Female,North,2023-08-30,Electronics,858.88,8,2023,"[20, 30)"
0c74bec3,Christine Hernandez,49,Male,South,2023-08-31,Books,50.32,8,2023,"[40, 50)"
8be689df,Lawrence Anderson,21,Male,South,2023-09-01,Home Decor,66.8,9,2023,"[20, 30)"
1969560c,Monique Williams,28,Female,North,2023-09-02,Home Decor,622.43,9,2023,"[20, 30)"
10f0be0a,George Matthews,34,Male,East,2023-09-03,Clothing,396.56,9,2023,"[30, 40)"
bd27dc7f,Jessica Carroll,55,Female,North,2023-09-04,Grocery,417.14,9,2023,"[50, 60)"
a83173bf,Stephanie Moore,41,Female,East,2023-09-05,Home Decor,586.22,9,2023,"[40, 50)"
77664bf5,Marissa Reilly,22,Male,South,2023-09-06,Electronics,232.19,9,2023,"[20, 30)"
32dabb28,Kevin Hurley,69,Female,East,2023-09-07,Home Decor,251.17,9,2023,"[60, 70)"
460ae413,Karen Cole,51,Female,West,2023-09-08,Clothing,510.37,9,2023,"[50, 60)"
fac17c6a,Christina Bailey,23,Female,South,2023-09-09,Clothing,766.54,9,2023,"[20, 30)"
c2cde6ad,Rachel Mosley,39,Male,West,2023-09-10,Grocery,512.0599396378269,9,2023,"[30, 40)"
868ba38e,Robert Burton,28,Female,North,2023-09-11,Home Decor,332.49,9,2023,"[20, 30)"
e56526b9,Christian Richardson,65,Female,North,2023-09-12,Electronics,458.82,9,2023,"[60, 70)"
dc2ea98f,Crystal Martinez,33,Male,North,2023-09-13,Electronics,212.13,9,2023,"[30, 40)"
fce3e1b1,Michael Rodriguez,50,Male,East,2023-09-14,Books,120.9,9,2023,"[50, 60)"
58bf7c5e,Hannah Zuniga,26,Other,South,2023-09-15,Electronics,793.56,9,2023,"[20, 30)"
5b8e52fe,Walter Brown,23,Female,North,2023-09-16,Grocery,302.12,9,2023,"[20, 30)"
1946323b,Kristen Bowman,33,Male,North,2023-09-17,Grocery,218.88,9,2023,"[30, 40)"
62e944cf,Jordan Wade,46,Female,South,2023-09-18,Electronics,707.04,9,2023,"[40, 50)"
f4ee94db,Joshua James,20,Male,North,2023-09-19,Electronics,637.15,9,2023,"[20, 30)"
9a6f85f7,Karen Martinez,37,Male,West,2023-09-20,Books,651.53,9,2023,"[30, 40)"
a37b2d1a,Alexander Rogers,53,Male,South,2023-09-21,Electronics,267.45,9,2023,"[50, 60)"
f8712f19,William Wilcox,36,Male,South,2023-09-22,Books,271.01,9,2023,"[30, 40)"
9a248e8c,Christopher Stout,43,Male,South,2023-09-23,Books,259.76,9,2023,"[40, 50)"
ab2ee792,Joseph Rivera,20,Male,West,2023-09-24,Electronics,215.06,9,2023,"[20, 30)"
